participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.treatment,session.config.real_world_currency_per_point,consent_start2_copy.1.player.id_in_group,consent_start2_copy.1.player.payoff,consent_start2_copy.1.group.id_in_subsession,consent_start2_copy.1.subsession.round_number,ultimatum_windfall_vignette.1.player.id_in_group,ultimatum_windfall_vignette.1.player.valid_code,ultimatum_windfall_vignette.1.player.payoff,ultimatum_windfall_vignette.1.group.id_in_subsession,ultimatum_windfall_vignette.1.group.amount_offered,ultimatum_windfall_vignette.1.group.offer_accepted,ultimatum_windfall_vignette.1.subsession.round_number,consent_start.1.player.id_in_group,consent_start.1.player.payoff,consent_start.1.group.id_in_subsession,consent_start.1.subsession.round_number,ultimatum_t1.1.player.id_in_group,ultimatum_t1.1.player.valid_code,ultimatum_t1.1.player.payoff,ultimatum_t1.1.group.id_in_subsession,ultimatum_t1.1.group.amount_offered,ultimatum_t1.1.group.offer_accepted,ultimatum_t1.1.subsession.round_number
49,yzkjxiqe,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.65.88.66,2017-08-18 01:17:11.720749+00:00,0,1,A2M3LVBUZLN8MO,3TY7ZAOG5GZF9JY6CQ3Y050KXQ6K08,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,49,0.00,1,1,1,8613958,0.50,21,0.50,1,1,,,,,,,,,,,
50,zep1wdmu,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.146.95.78,2017-08-18 01:18:53.842482+00:00,0,1,A3PYJGRI7FMKQL,37ZHEEHM6X1NVWQJCJW8YYT5UIR37H,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,50,0.00,1,1,1,7403418,0.00,22,0.50,0,1,,,,,,,,,,,
51,fj0l0d8g,,0,9,10,ultimatum_windfall_vignette,1,Results,10.231.231.232,2017-08-18 01:26:28.200863+00:00,0,1,AX5RNDHRK9PJ8,35GCEFQ6I636F6WPVEORPIM44B53ZA,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,51,0.00,1,1,2,,0.00,22,0.50,0,1,,,,,,,,,,,
52,ubqodrxi,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.63.231.107,2017-08-18 01:27:11.135794+00:00,0,1,A28ZPY6D5AS7GZ,3SPJ033422IHVUO92DEVRIURUEMYJP,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,52,0.00,1,1,1,3878143,0.50,32,0.50,1,1,,,,,,,,,,,
53,p4guliw4,,0,9,10,ultimatum_windfall_vignette,1,Results,10.109.163.176,2017-08-18 01:27:17.331443+00:00,0,1,A31RS9OM134YI4,3EFVCAY5L4O2GOXRP9G1S56P1ZKJ8X,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,53,0.00,1,1,1,,0.00,23,0.50,0,1,,,,,,,,,,,
54,o6sbx3ij,,0,9,10,ultimatum_windfall_vignette,1,Results,10.33.230.36,2017-08-18 01:34:17.741001+00:00,0,1,A3298CNSQI60HU,30LB5CDZNDPAYEXSCR68NKOX1ZM0ZD,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,54,0.00,1,1,2,,0.00,23,0.50,0,1,,,,,,,,,,,
55,xuk79v7q,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.158.162.94,2017-08-18 01:38:14.027115+00:00,0,1,AUW4D4FF87HS0,3MHW492WW1SQS8ZP0Z430BIEGRHMVA,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,55,0.00,1,1,1,4485495,0.50,24,0.50,1,1,,,,,,,,,,,
56,mqnnahea,,0,10,10,ultimatum_windfall_vignette,1,Validation,10.179.204.228,2017-08-18 01:38:37.033127+00:00,0,1,A2ZOM62DKMSWDK,3E13VNJ1NOAOADT086MM1U4HAEQI11,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,56,0.00,1,1,2,,0.50,24,0.50,1,1,,,,,,,,,,,
57,tpj4jbs0,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.154.45.231,2017-08-18 01:40:05.662428+00:00,0,1,A3Q13VTPRIVFZS,3NAPMVF0ZXUYAEU08JI3FOODO4U278,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,57,0.00,1,1,1,4628761,0.00,25,1.00,0,1,,,,,,,,,,,
58,xxoyjkon,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.97.160.245,2017-08-18 01:42:09.091182+00:00,0,1,AKQWJ8Y1TMHX0,39OWYR0EPL61QS2DJNNACK2Z177YFO,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,58,0.00,1,1,2,4022683,0.00,25,1.00,0,1,,,,,,,,,,,
59,h5ab43rf,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.150.98.212,2017-08-18 01:44:49.452649+00:00,0,1,A3PB4MIUTS7VUH,333U7HK6IAUEXJTI6HRHEXKQCQJJD5,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,59,0.00,1,1,1,9716195,0.50,26,0.50,1,1,,,,,,,,,,,
60,ojky73go,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.79.219.198,2017-08-18 01:45:56.794273+00:00,0,1,ABOEYY9Y0PFRI,3L4D84MIL07V9ZYKSDA75IZO4ICHJC,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,60,0.00,1,1,2,6386272,0.50,26,0.50,1,1,,,,,,,,,,,
61,v14ptdi2,,0,9,10,ultimatum_windfall_vignette,1,Results,10.145.25.250,2017-08-18 01:48:19.903862+00:00,0,1,A3R7DBGBVC5W1C,3DR23U6WE6TD3S3NE6G5MLPKA4BTED,1.00,$1.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,61,0.00,1,1,1,,1.00,27,0.00,1,1,,,,,,,,,,,
62,gl8cuwzo,,0,3,10,consent_start2_copy,1,Proceed,10.31.48.247,2017-08-18 01:53:42.700543+00:00,0,1,A1UMMEJR2M75NJ,3X87C8JFV7Q1LVGDYX6F6XICROMQSY,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,62,0.00,1,1,62,,0.00,1,,,1,,,,,,,,,,,
63,h9sr2fiu,,0,9,10,ultimatum_windfall_vignette,1,Results,10.168.65.231,2017-08-18 01:53:44.485723+00:00,0,1,A36CAAD6FXGJ9T,3VNXK88KKDXBLOGVBQ0YVPCUGSCV9M,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,63,0.00,1,1,2,,0.00,27,0.00,1,1,,,,,,,,,,,
64,trwq0b7c,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.93.232.18,2017-08-18 01:56:38.559722+00:00,0,1,A2ID5UDW37AV2P,3GD6L00D3TCA6WJRTLKETNBYRODM1Q,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,64,0.00,1,1,1,208185,0.50,28,0.50,1,1,,,,,,,,,,,
65,1ka1xijo,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.45.224.229,2017-08-18 01:58:23.457281+00:00,0,1,A394PCJZ22IIHV,3QY5DC2MXSZK9JI89MQL9ZWM5KZFUC,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,65,0.00,1,1,2,8155218,0.50,28,0.50,1,1,,,,,,,,,,,
66,mkkh75x0,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.71.208.240,2017-08-18 02:00:36.231049+00:00,0,1,A2IYESFSD1EG9E,3TPWUS5F8AGQYBN3DKFLJHWGTNIWCH,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,66,0.00,1,1,1,2042685,0.50,29,0.50,1,1,,,,,,,,,,,
67,y2b8t87r,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.179.86.73,2017-08-18 02:01:37.530053+00:00,0,1,A2FVBM2LXBFCKP,3SUWZRL0MZS71USBIT8CBBX6QX36EK,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,67,0.00,1,1,1,9336600,0.50,30,0.50,1,1,,,,,,,,,,,
68,t0owb28t,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.170.176.153,2017-08-18 02:03:37.740211+00:00,0,1,A16J1FEJ33K4X5,3XCC1ODXDMQPKGG0J86AGNDG5N5RQF,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,68,0.00,1,1,2,7256749,0.50,29,0.50,1,1,,,,,,,,,,,
69,8vsure7m,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.138.121.5,2017-08-18 02:05:38.331432+00:00,0,1,A3KIZLHCD945UK,3MD9PLUKKJTDJAPZDX86YWKA9T1NZH,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,69,0.00,1,1,2,6896417,0.50,30,0.50,1,1,,,,,,,,,,,
70,ri8hlz4g,,0,9,10,ultimatum_windfall_vignette,1,Results,10.183.102.41,2017-08-18 02:07:32.879596+00:00,0,1,ACQ0B1X5APCD5,3M0BCWMB8WB7O6VXZKJQ8XQYB2KBWR,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,70,0.00,1,1,1,,0.00,31,0.00,0,1,,,,,,,,,,,
71,rmgprzxf,,0,3,10,consent_start2_copy,1,Proceed,10.7.198.126,2017-08-18 02:07:51.898832+00:00,0,1,ACWO6CQYR5CEO,3AQF3RZ559XZ78S7D4SITTI62YJF6C,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,71,0.00,1,1,71,,0.00,1,,,1,,,,,,,,,,,
72,ti519ept,,0,9,10,ultimatum_windfall_vignette,1,Results,10.138.121.5,2017-08-18 02:08:15.086756+00:00,0,1,A3FC0TDAK5QY1G,3A1COHJ8NKA6PI2119DGGSQAO8MH8Y,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,72,0.00,1,1,2,,0.00,31,0.00,0,1,,,,,,,,,,,
73,tbsqzb2v,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.158.160.96,2017-08-18 02:08:44.971506+00:00,0,1,A2WAFATWM6RUJO,3N2BF7Y2VR9LA745VANZLAR58DBHMM,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,73,0.00,1,1,1,9694996,0.50,33,0.50,1,1,,,,,,,,,,,
74,acqr4fnv,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.147.39.151,2017-08-18 02:08:54.592567+00:00,0,1,A16X1PKSJE5S7,3PQ8K71NHYZ5YJN2S1N2VX9111WAAK,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,74,0.00,1,1,2,3587403,0.50,32,0.50,1,1,,,,,,,,,,,
75,e9izshf0,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.13.226.198,2017-08-18 02:09:52.505592+00:00,0,1,A2MX58PSSC7HFV,3NJM2BJS4XL0E2Q21Y1QRNOK0QHPCH,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,75,0.00,1,1,2,2672627,0.50,33,0.50,1,1,,,,,,,,,,,
76,foun8c1z,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.179.55.98,2017-08-18 02:10:58.846288+00:00,0,1,A3T1FM3126RW25,3WOKGM4L72VYZAJLAIVR7MHTHWP0OJ,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,76,0.00,1,1,1,6334458,0.50,34,0.50,1,1,,,,,,,,,,,
77,3tibmq1w,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.63.231.107,2017-08-18 02:13:04.166460+00:00,0,1,A1KZA8QEYAQ3FD,3HMIGG0U4MLSBDSQB9H42SLDE408YP,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,77,0.00,1,1,2,8392620,0.50,34,0.50,1,1,,,,,,,,,,,
78,r6htmixr,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.169.197.46,2017-08-18 02:14:00.847257+00:00,0,1,A2658LN9LNAR1D,3JRJSWSMQI084B5TZRAE48LMG63E3O,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,78,0.00,1,1,1,2433499,0.50,35,0.50,1,1,,,,,,,,,,,
79,tjy8oejz,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.7.198.126,2017-08-18 02:16:49.185565+00:00,0,1,A27E92JUOWEUTX,3VA45EW49O2Y6Z4361ZRLR03MOW1OO,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,79,0.00,1,1,2,4224369,0.50,35,0.50,1,1,,,,,,,,,,,
80,yd3w11j4,,0,9,10,ultimatum_windfall_vignette,1,Results,10.65.219.125,2017-08-18 02:18:42.324845+00:00,0,1,A1IM8G6UNAGQ7S,3KRVW3HTZO0A0GIL64ZYPOY7HOUMSE,1.00,$1.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,80,0.00,1,1,1,,1.00,36,0.00,1,1,,,,,,,,,,,
81,ndv4vh2k,,0,3,10,consent_start2_copy,1,Proceed,10.81.229.55,2017-08-18 02:19:36.620393+00:00,0,1,A227DWMX6MWNKY,3Z4XG4ZF4963B82G6DV2JEE4CY7X89,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,81,0.00,1,1,81,,0.00,1,,,1,,,,,,,,,,,
82,yc3rmwnk,,0,9,10,ultimatum_windfall_vignette,1,Results,10.16.187.240,2017-08-18 02:21:34.354609+00:00,0,1,A2V4PRG5UBNIX0,36AHBNMV1SR4S8OHSHSKOKZEPVZDY2,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,82,0.00,1,1,1,,0.00,39,0.00,0,1,,,,,,,,,,,
83,c70cbzo2,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.145.25.250,2017-08-18 02:27:39.121920+00:00,0,1,A8LOY6RONCI1T,3VD82FOHKR3IT2E1MYOB2NJUQLPCOR,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,83,0.00,1,1,2,4796397,0.50,37,0.50,1,1,,,,,,,,,,,
84,wrov4cd4,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.152.233.4,2017-08-18 02:28:23.761527+00:00,0,1,A1BW0LDN45FGQO,39PAAFCODNFU53P99W5FMPD6A0MVTV,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,84,0.00,1,1,2,2786887,0.00,36,0.00,1,1,,,,,,,,,,,
85,r7wnkbxu,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.99.212.2,2017-08-18 02:30:08.121155+00:00,0,1,A3MYQEOH992YU7,3IOEN3P9S8Y8HTYZ65DX4REC1O5617,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,85,0.00,1,1,1,8913628,0.50,37,0.50,1,1,,,,,,,,,,,
86,x8kar921,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.178.162.66,2017-08-18 02:31:00.272438+00:00,0,1,AIVV4VUFFYHHN,3ZGVPD4G6UWBENUJATUI7VQ2YBSZTZ,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,86,0.00,1,1,1,586923,0.50,38,0.50,1,1,,,,,,,,,,,
87,7wgmuk1j,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.109.132.249,2017-08-18 02:31:16.527193+00:00,0,1,A2DP3JH66Q96BR,354GIDR5ZCLDWTR28XTGHLLBJTD00X,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,87,0.00,1,1,2,3392037,0.50,38,0.50,1,1,,,,,,,,,,,
88,y7qk0o2b,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.158.160.96,2017-08-18 02:35:01.261277+00:00,0,1,A2DAZ0CJ3VKS80,37QW5D2ZRH1VFRGHC3PFK6XCXJ98SG,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,88,0.00,1,1,1,9226369,0.50,41,0.50,1,1,,,,,,,,,,,
89,3m32zuvo,,0,9,10,ultimatum_windfall_vignette,1,Results,10.179.86.73,2017-08-18 02:40:54.630342+00:00,0,1,A1BANTV8HONS2C,34V1S5K3GTGQ6Y1UAISQJXWVZ0V69I,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,89,0.00,1,1,2,,0.00,39,0.00,0,1,,,,,,,,,,,
90,1vsb3i5t,,0,9,10,ultimatum_windfall_vignette,1,Results,10.61.164.249,2017-08-18 02:47:50.717942+00:00,0,1,AWYKYM16CB00Z,3CFVK00FWM0L7023ZFVGO6NQZUDL6V,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,90,0.00,1,1,1,,0.00,40,0.00,0,1,,,,,,,,,,,
91,dommfmo0,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.178.64.67,2017-08-18 02:51:55.239143+00:00,0,1,A1IZXYBZFZAPAQ,3NL0RFNU0G2W87G7VRQ0C8QXE33K47,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,91,0.00,1,1,2,908132,0.50,41,0.50,1,1,,,,,,,,,,,
92,0dveanaq,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.45.224.229,2017-08-18 03:00:09.192321+00:00,0,1,A3QN9B9ZS1CWWM,3LBXNTKX0SA3PDLQB51GJA9FW4XX96,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,92,0.00,1,1,2,6948178,0.00,40,0.00,0,1,,,,,,,,,,,
93,crl8mhtl,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,93,0.00,1,1,93,,0.00,1,,,1,,,,,,,,,,,
94,6pwcbakg,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,94,0.00,1,1,94,,0.00,1,,,1,,,,,,,,,,,
95,gblplhxl,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,95,0.00,1,1,95,,0.00,1,,,1,,,,,,,,,,,
96,96ziajoo,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,96,0.00,1,1,96,,0.00,1,,,1,,,,,,,,,,,
97,hm1roo0x,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,97,0.00,1,1,97,,0.00,1,,,1,,,,,,,,,,,
98,vl7i9cb7,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,98,0.00,1,1,98,,0.00,1,,,1,,,,,,,,,,,
99,f2fqun1h,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,99,0.00,1,1,99,,0.00,1,,,1,,,,,,,,,,,
100,8vhjmyqa,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,100,0.00,1,1,100,,0.00,1,,,1,,,,,,,,,,,
101,lvu4fh12,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,101,0.00,1,1,101,,0.00,1,,,1,,,,,,,,,,,
102,3suvgjb1,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,102,0.00,1,1,102,,0.00,1,,,1,,,,,,,,,,,
103,rne0gwjp,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,103,0.00,1,1,103,,0.00,1,,,1,,,,,,,,,,,
104,z5w1guk0,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,104,0.00,1,1,104,,0.00,1,,,1,,,,,,,,,,,
105,d3109kng,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,105,0.00,1,1,105,,0.00,1,,,1,,,,,,,,,,,
106,zw22qu6e,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,106,0.00,1,1,106,,0.00,1,,,1,,,,,,,,,,,
107,394ng5bj,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,107,0.00,1,1,107,,0.00,1,,,1,,,,,,,,,,,
108,th27yy5a,,0,0,10,,,,,,0,0,,,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,108,0.00,1,1,108,,0.00,1,,,1,,,,,,,,,,,
